CustomerID,FavoriteCategory,Gender,AgeGroup,Region,Recency,Frequency,Monetary
CUST00890,Beauty,Male,36-50,Medan,4,14,31711992
CUST00891,Fashion,Female,26-35,Surabaya,16,25,57607750
CUST00892,Fashion,Female,26-35,Jakarta,10,17,44346798
CUST00893,Home,Female,36-50,Medan,4,27,71078403
CUST00894,Electronics,Male,26-35,Surabaya,24,36,83739491
CUST00895,Fashion,Female,18-25,Yogyakarta,108,24,59298085
CUST00896,Beauty,Male,36-50,Surabaya,14,18,38256531
CUST00897,Beauty,Male,26-35,Denpasar,5,29,83574555
CUST00898,Beauty,Female,18-25,Bandung,9,23,55207640
CUST00899,Fashion,Male,26-35,Surabaya,2,23,64221103
CUST00900,Beauty,Male,18-25,Bandung,3,24,64074260
CUST00901,Fashion,Male,18-25,Surabaya,16,12,32161729
CUST00902,Beauty,Male,36-50,Bandung,34,26,83998698
CUST00903,Home,Male,18-25,Denpasar,13,23,67396296
CUST00904,Sport,Female,26-35,Yogyakarta,24,31,74257137
CUST00905,Electronics,Male,26-35,Medan,4,21,58394090
CUST00906,Electronics,Female,18-25,Bandung,55,22,58269794
CUST00907,Beauty,Female,>50,Denpasar,18,18,57164501
CUST00908,Electronics,Male,18-25,Bandung,20,19,35016193
CUST00909,Beauty,Male,26-35,Yogyakarta,26,29,83518067
CUST00910,Electronics,Male,26-35,Bandung,7,22,41556577
CUST00911,Electronics,Female,18-25,Denpasar,26,23,51713137
CUST00912,Fashion,Male,18-25,Denpasar,38,27,61716720
CUST00913,Beauty,Female,36-50,Jakarta,61,19,46521836
CUST00914,Beauty,Male,>50,Yogyakarta,9,31,79532027
CUST00915,Electronics,Female,18-25,Jakarta,28,23,58280787
CUST00916,Beauty,Male,26-35,Yogyakarta,30,33,74186962
CUST00917,Sport,Male,36-50,Bandung,1,28,76316052
CUST00918,Fashion,Female,36-50,Denpasar,84,26,67868410
CUST00919,Beauty,Female,26-35,Jakarta,77,24,63116457
CUST00920,Fashion,Male,26-35,Bandung,41,23,58478932
CUST00921,Electronics,Female,26-35,Denpasar,26,22,63010942
CUST00922,Sport,Female,36-50,Yogyakarta,49,22,54810660
CUST00923,Beauty,Female,36-50,Denpasar,18,28,70271040
CUST00924,Fashion,Female,18-25,Bandung,10,31,78214405
CUST00925,Sport,Male,26-35,Jakarta,9,20,48011936
CUST00926,Electronics,Male,>50,Jakarta,10,17,44415746
CUST00927,Home,Male,36-50,Denpasar,39,28,66730673
CUST00928,Beauty,Female,>50,Bandung,4,32,63501342
CUST00929,Electronics,Female,36-50,Surabaya,5,28,60567003
CUST00930,Fashion,Male,26-35,Yogyakarta,75,21,60244580
CUST00931,Electronics,Male,26-35,Yogyakarta,7,33,69418824
CUST00932,Electronics,Female,26-35,Bandung,9,30,88777193
CUST00933,Fashion,Female,18-25,Surabaya,40,30,76239131
CUST00934,Sport,Female,26-35,Jakarta,32,22,50128170
CUST00935,Fashion,Male,36-50,Medan,24,26,58781625
CUST00936,Electronics,Male,18-25,Medan,20,29,80161006
CUST00937,Sport,Male,36-50,Bandung,0,30,86728606
CUST00938,Sport,Female,26-35,Surabaya,26,30,71722075
CUST00939,Electronics,Male,>50,Surabaya,51,24,64800034
CUST00940,Sport,Female,18-25,Yogyakarta,49,26,69705235
CUST00941,Beauty,Male,18-25,Jakarta,23,24,56450982
CUST00942,Beauty,Female,26-35,Denpasar,19,22,55170473
CUST00943,Sport,Female,18-25,Surabaya,37,22,56163051
CUST00944,Home,Female,36-50,Denpasar,5,21,59278803
CUST00945,Electronics,Male,36-50,Medan,18,21,54931482
CUST00946,Home,Male,18-25,Denpasar,18,24,55749184
CUST00947,Home,Male,26-35,Jakarta,0,26,71804289
CUST00948,Beauty,Female,26-35,Jakarta,36,29,94658320
CUST00949,Beauty,Female,26-35,Denpasar,78,22,50086718
CUST00950,Electronics,Female,>50,Bandung,2,28,69859173
CUST00951,Home,Female,36-50,Surabaya,9,27,74619086
CUST00952,Beauty,Female,26-35,Bandung,31,31,69179651
CUST00953,Electronics,Male,36-50,Denpasar,41,22,47626105
CUST00954,Fashion,Female,26-35,Surabaya,5,29,78621802
CUST00955,Beauty,Male,>50,Yogyakarta,101,21,65501872
CUST00956,Beauty,Male,26-35,Bandung,8,26,64266361
CUST00957,Beauty,Female,36-50,Bandung,33,32,72150340
CUST00958,Beauty,Male,36-50,Denpasar,6,27,67712463
CUST00959,Fashion,Male,18-25,Medan,3,29,75415756
CUST00960,Sport,Female,36-50,Denpasar,28,26,72493883
CUST00961,Electronics,Male,18-25,Bandung,5,22,58383156
CUST00962,Electronics,Female,26-35,Surabaya,48,20,52905304
CUST00963,Electronics,Male,26-35,Medan,26,24,53859948
CUST00964,Beauty,Male,>50,Denpasar,96,24,69225611
CUST00965,Beauty,Male,36-50,Denpasar,2,31,85123025
CUST00966,Beauty,Male,36-50,Bandung,46,28,57869271
CUST00967,Electronics,Female,36-50,Bandung,0,32,71508699
CUST00968,Electronics,Male,26-35,Yogyakarta,24,28,50138496
CUST00969,Sport,Female,>50,Denpasar,25,22,50662433
CUST00970,Sport,Female,26-35,Bandung,108,13,26738728
CUST00971,Home,Female,26-35,Jakarta,19,20,53691937
CUST00972,Electronics,Female,18-25,Medan,24,21,47892119
CUST00973,Home,Female,36-50,Jakarta,16,21,60302608
CUST00974,Electronics,Male,36-50,Medan,0,25,62781770
CUST00975,Electronics,Male,26-35,Denpasar,13,28,83062099
CUST00976,Electronics,Male,18-25,Yogyakarta,18,18,59288236
CUST00977,Home,Female,36-50,Bandung,11,27,52084457
CUST00978,Electronics,Male,18-25,Bandung,7,26,61856170
CUST00979,Home,Female,36-50,Bandung,1,24,66792793
CUST00980,Fashion,Female,>50,Denpasar,18,25,68889532
CUST00981,Beauty,Male,26-35,Medan,5,20,49918538
CUST00982,Electronics,Female,18-25,Bandung,26,31,83993149
CUST00983,Sport,Male,36-50,Jakarta,19,24,58600656
CUST00984,Electronics,Male,36-50,Bandung,35,24,58240985
CUST00985,Electronics,Female,26-35,Denpasar,31,23,47197087
CUST00986,Fashion,Female,>50,Yogyakarta,30,29,84936028
CUST00987,Electronics,Female,18-25,Jakarta,3,23,57561667
CUST00988,Fashion,Male,26-35,Bandung,37,34,97936833
CUST00989,Beauty,Male,36-50,Bandung,59,20,55026807
CUST00990,Sport,Female,36-50,Surabaya,49,30,89560669
CUST00991,Fashion,Female,18-25,Medan,48,18,47798388
CUST00992,Sport,Female,36-50,Jakarta,28,27,70298615
CUST00993,Beauty,Male,26-35,Surabaya,35,19,45173394
CUST00994,Sport,Female,26-35,Yogyakarta,64,33,83068803
CUST00995,Electronics,Male,18-25,Medan,0,30,66481404
CUST00996,Home,Male,36-50,Jakarta,129,19,48788542
CUST00997,Fashion,Female,18-25,Bandung,35,23,51164207
CUST00998,Electronics,Male,26-35,Jakarta,17,30,77964673
CUST00999,Fashion,Female,18-25,Bandung,8,45,113547349
CUST01000,Fashion,Male,36-50,Medan,38,24,57063242
CUST01001,Electronics,Male,26-35,Bandung,2,25,70525912
CUST01002,Fashion,Female,36-50,Yogyakarta,67,21,39749362
CUST01003,Home,Female,18-25,Denpasar,54,22,56618845
CUST01004,Home,Female,26-35,Bandung,17,30,71712236
CUST01005,Electronics,Female,26-35,Yogyakarta,36,34,91502318
CUST01006,Beauty,Female,36-50,Denpasar,108,24,53881814
CUST01007,Fashion,Female,>50,Medan,72,22,56171891
CUST01008,Home,Female,18-25,Medan,10,26,75200098
CUST01009,Fashion,Male,26-35,Jakarta,27,31,80101260
CUST01010,Beauty,Female,18-25,Yogyakarta,63,21,45286713
CUST01011,Fashion,Male,26-35,Yogyakarta,15,26,66338499
CUST01012,Fashion,Female,18-25,Surabaya,10,28,78728259
CUST01013,Beauty,Female,26-35,Surabaya,10,19,49363845
CUST01014,Fashion,Male,26-35,Denpasar,5,26,61407204
CUST01015,Beauty,Female,26-35,Denpasar,13,26,52328212
CUST01016,Home,Female,26-35,Surabaya,77,31,63772607
CUST01017,Electronics,Male,36-50,Denpasar,12,29,71965217
CUST01018,Electronics,Female,26-35,Bandung,45,24,54986823
CUST01019,Beauty,Female,18-25,Surabaya,0,20,62785526
CUST01020,Beauty,Male,36-50,Yogyakarta,51,26,49859364
CUST01021,Fashion,Female,18-25,Bandung,1,28,70453756
CUST01022,Electronics,Male,26-35,Denpasar,23,17,57069475
CUST01023,Sport,Female,26-35,Medan,48,23,53087011
CUST01024,Beauty,Female,26-35,Jakarta,5,21,55642501
CUST01025,Beauty,Female,18-25,Surabaya,3,29,74131739
CUST01026,Electronics,Female,26-35,Medan,22,24,50856008
CUST01027,Electronics,Female,>50,Denpasar,49,23,49847690
CUST01028,Beauty,Female,26-35,Yogyakarta,6,30,61234909
CUST01029,Fashion,Male,26-35,Jakarta,63,18,40967551
CUST01030,Home,Female,26-35,Medan,18,20,41660309
CUST01031,Sport,Male,18-25,Jakarta,9,20,57301338
CUST01032,Fashion,Female,26-35,Surabaya,1,23,66131655
CUST01033,Electronics,Male,36-50,Denpasar,53,24,50688728
CUST01034,Beauty,Male,18-25,Yogyakarta,21,22,44939449
CUST01035,Fashion,Male,18-25,Denpasar,9,34,81366220
CUST01036,Beauty,Female,18-25,Jakarta,4,29,55827575
CUST01037,Beauty,Male,26-35,Medan,14,21,52409754
CUST01038,Beauty,Female,>50,Surabaya,24,20,52325073
CUST01039,Home,Male,18-25,Surabaya,2,30,88602235
CUST01040,Beauty,Male,26-35,Denpasar,65,25,59346057
CUST01041,Beauty,Female,18-25,Medan,52,18,50752777
CUST01042,Sport,Female,>50,Medan,27,20,55803190
CUST01043,Electronics,Male,18-25,Jakarta,109,20,48910330
CUST01044,Beauty,Female,26-35,Denpasar,17,22,55476393
CUST01045,Home,Female,36-50,Denpasar,9,23,51949713
CUST01046,Fashion,Female,36-50,Bandung,42,22,51062385
CUST01047,Sport,Male,26-35,Denpasar,7,24,52173075
CUST01048,Electronics,Male,26-35,Surabaya,18,29,80703713
CUST01049,Fashion,Female,26-35,Jakarta,141,20,50538339
CUST01050,Beauty,Male,18-25,Medan,19,27,69276277
CUST01051,Beauty,Female,18-25,Denpasar,23,21,61358231
CUST01052,Fashion,Female,26-35,Jakarta,84,15,38633218
CUST01053,Fashion,Female,18-25,Denpasar,29,24,58750563
CUST01054,Home,Female,18-25,Medan,37,26,57627242
CUST01055,Fashion,Female,26-35,Yogyakarta,7,29,55861359
CUST01056,Fashion,Male,>50,Medan,1,19,42054084
CUST01057,Fashion,Female,26-35,Medan,17,22,66204587
CUST01058,Fashion,Male,18-25,Medan,63,24,68290080
CUST01059,Fashion,Female,18-25,Denpasar,2,23,59459896
CUST01060,Beauty,Female,>50,Bandung,21,30,87122799
CUST01061,Sport,Female,18-25,Medan,105,17,34895489
CUST01062,Beauty,Female,18-25,Surabaya,7,26,68013526
CUST01063,Beauty,Female,26-35,Surabaya,30,17,46383080
CUST01064,Home,Male,26-35,Jakarta,81,21,48944233
CUST01065,Sport,Male,26-35,Bandung,7,29,90475757
CUST01066,Electronics,Female,18-25,Jakarta,27,23,52226619
CUST01067,Fashion,Male,18-25,Surabaya,44,22,51131673
CUST01068,Beauty,Male,>50,Surabaya,128,31,77080825
CUST01069,Sport,Male,18-25,Yogyakarta,12,29,78948578
CUST01070,Home,Male,26-35,Medan,21,27,67642625
CUST01071,Sport,Male,36-50,Surabaya,28,21,46125345
CUST01072,Beauty,Male,26-35,Denpasar,29,24,55224534
CUST01073,Fashion,Male,26-35,Denpasar,31,21,49668924
CUST01074,Electronics,Male,18-25,Jakarta,62,26,66096286
CUST01075,Fashion,Female,26-35,Jakarta,11,26,66231235
CUST01076,Electronics,Male,36-50,Medan,25,24,61758813
CUST01077,Electronics,Male,>50,Medan,19,22,49432936
CUST01078,Beauty,Female,18-25,Yogyakarta,76,24,63868453
CUST01079,Sport,Male,18-25,Bandung,18,26,63625584
CUST01080,Sport,Female,>50,Jakarta,0,38,95030181
CUST01081,Electronics,Female,36-50,Medan,37,28,73017762
CUST01082,Beauty,Male,36-50,Jakarta,0,21,53692191
CUST01083,Fashion,Male,18-25,Medan,1,35,88343951
CUST01084,Home,Female,26-35,Surabaya,40,34,88107996
CUST01085,Electronics,Female,36-50,Jakarta,98,18,51681581
CUST01086,Beauty,Female,26-35,Surabaya,87,20,42743923
CUST01087,Sport,Female,26-35,Jakarta,14,30,82625869
CUST01088,Home,Male,18-25,Bandung,19,25,72802041
CUST01089,Home,Female,26-35,Yogyakarta,20,25,61468370
CUST01090,Beauty,Male,18-25,Denpasar,10,26,59770349
CUST01091,Beauty,Female,26-35,Denpasar,117,20,54409908
CUST01092,Beauty,Female,>50,Denpasar,1,21,59230711
CUST01093,Home,Female,26-35,Surabaya,0,34,80722103
CUST01094,Electronics,Female,36-50,Medan,21,27,76110679
CUST01095,Beauty,Male,18-25,Denpasar,29,28,74450566
CUST01096,Electronics,Male,26-35,Bandung,7,31,70854591
CUST01097,Sport,Male,>50,Denpasar,30,20,52110351
CUST01098,Fashion,Male,18-25,Jakarta,9,22,55514948
CUST01099,Fashion,Female,18-25,Surabaya,26,24,56175006
CUST01100,Beauty,Male,26-35,Jakarta,64,22,52039476
CUST01101,Fashion,Male,18-25,Jakarta,10,23,52644727
CUST01102,Home,Female,36-50,Jakarta,54,21,56389686
CUST01103,Electronics,Female,>50,Yogyakarta,19,28,75939363
CUST01104,Electronics,Female,26-35,Yogyakarta,19,35,89837418
CUST01105,Electronics,Female,18-25,Medan,34,22,64800047
CUST01106,Electronics,Male,26-35,Surabaya,36,16,48304555
CUST01107,Fashion,Male,36-50,Bandung,18,30,65977200
CUST01108,Electronics,Female,18-25,Bandung,4,27,64891314
CUST01109,Home,Female,26-35,Bandung,11,20,50261015
CUST01110,Beauty,Male,26-35,Jakarta,16,28,69413714
CUST01111,Beauty,Female,26-35,Yogyakarta,17,27,72488582
CUST01112,Electronics,Male,18-25,Surabaya,81,31,57940751
CUST01113,Fashion,Male,36-50,Jakarta,50,21,48694067
CUST01114,Electronics,Female,18-25,Yogyakarta,4,28,79248613
CUST01115,Beauty,Female,18-25,Yogyakarta,18,13,25480134
CUST01116,Beauty,Female,36-50,Denpasar,0,27,74059794
CUST01117,Home,Male,36-50,Denpasar,15,21,56769126
CUST01118,Home,Female,18-25,Surabaya,47,37,93712122
CUST01119,Home,Male,18-25,Surabaya,27,23,62143960
CUST01120,Electronics,Male,18-25,Surabaya,13,29,85506402
CUST01121,Sport,Female,18-25,Jakarta,48,20,50360581
CUST01122,Beauty,Female,18-25,Medan,15,24,46520038
CUST01123,Fashion,Female,18-25,Surabaya,15,20,49530453
CUST01124,Electronics,Female,26-35,Denpasar,64,16,43769550
CUST01125,Home,Female,36-50,Medan,5,32,83326785
CUST01126,Beauty,Female,26-35,Jakarta,42,22,57056717
CUST01127,Beauty,Male,26-35,Medan,30,26,63266600
CUST01128,Beauty,Male,18-25,Bandung,25,22,63997007
CUST01129,Electronics,Male,>50,Medan,41,34,92839514
CUST01130,Home,Male,36-50,Surabaya,17,24,63950733
CUST01131,Fashion,Female,36-50,Jakarta,82,22,60725997
CUST01132,Beauty,Female,36-50,Surabaya,17,24,61843479
CUST01133,Home,Male,>50,Denpasar,75,33,84310836
CUST01134,Fashion,Male,26-35,Bandung,18,30,84866053
CUST01135,Home,Female,18-25,Denpasar,94,16,32722347
CUST01136,Beauty,Male,26-35,Surabaya,6,28,66910731
CUST01137,Beauty,Female,36-50,Surabaya,31,23,56619528
CUST01138,Home,Female,36-50,Surabaya,28,25,72497562
CUST01139,Home,Female,26-35,Yogyakarta,11,22,52457642
CUST01140,Fashion,Female,18-25,Bandung,50,30,78812336
CUST01141,Beauty,Female,26-35,Surabaya,74,25,54737897
CUST01142,Sport,Male,>50,Surabaya,39,23,63999192
CUST01143,Home,Female,26-35,Denpasar,7,18,38961371
CUST01144,Beauty,Female,26-35,Denpasar,4,29,66055303
CUST01145,Beauty,Male,18-25,Surabaya,1,26,70700460
CUST01146,Beauty,Female,26-35,Jakarta,4,26,68309326
CUST01147,Beauty,Female,36-50,Yogyakarta,33,25,54864031
CUST01148,Beauty,Female,26-35,Denpasar,2,16,36584534
CUST01149,Fashion,Female,36-50,Jakarta,90,20,54486636
CUST01150,Beauty,Female,26-35,Yogyakarta,9,26,82797256
CUST01151,Sport,Female,26-35,Surabaya,3,29,67971402
CUST01152,Home,Female,18-25,Bandung,45,24,55232160
CUST01153,Fashion,Female,36-50,Medan,42,22,42403930
CUST01154,Beauty,Female,26-35,Medan,5,18,44332440
CUST01155,Beauty,Female,26-35,Surabaya,3,29,76276351
CUST01156,Sport,Female,26-35,Denpasar,50,17,50907034
CUST01157,Beauty,Male,>50,Jakarta,16,16,40388709
CUST01158,Beauty,Female,18-25,Bandung,1,22,55762072
CUST01159,Fashion,Female,36-50,Yogyakarta,20,18,45063227
CUST01160,Beauty,Male,18-25,Surabaya,134,24,59059767
CUST01161,Beauty,Female,26-35,Bandung,4,23,54572227
CUST01162,Fashion,Male,18-25,Bandung,2,29,74051133
CUST01163,Beauty,Male,26-35,Denpasar,22,23,55796390
CUST01164,Beauty,Female,26-35,Yogyakarta,1,25,55807131
CUST01165,Beauty,Male,18-25,Bandung,44,33,92355463
CUST01166,Electronics,Female,26-35,Denpasar,9,27,69190529
CUST01167,Sport,Female,>50,Jakarta,1,31,85611645
CUST01168,Sport,Female,18-25,Denpasar,10,33,82877380
CUST01169,Fashion,Male,36-50,Jakarta,47,33,87166568
CUST01170,Beauty,Male,26-35,Jakarta,110,19,45762764
CUST01171,Beauty,Female,26-35,Bandung,29,35,92026038
CUST01172,Electronics,Female,18-25,Denpasar,8,21,58743414
CUST01173,Fashion,Female,18-25,Jakarta,15,27,73687116
CUST01174,Home,Male,18-25,Yogyakarta,6,23,55749934
CUST01175,Electronics,Female,18-25,Bandung,62,19,46897031
CUST01176,Home,Female,18-25,Denpasar,10,26,62957961
CUST01177,Fashion,Female,26-35,Denpasar,32,21,53645670
CUST01178,Fashion,Male,36-50,Medan,34,26,59356774
CUST01179,Sport,Female,36-50,Denpasar,10,25,51805405
CUST01180,Fashion,Female,26-35,Bandung,5,30,79044231
CUST01181,Electronics,Female,18-25,Yogyakarta,19,23,53690570
CUST01182,Fashion,Male,18-25,Denpasar,57,19,52774436
CUST01183,Home,Female,26-35,Medan,5,24,59573946
CUST01184,Electronics,Female,18-25,Bandung,48,19,50644272
CUST01185,Sport,Male,26-35,Jakarta,23,37,82828392
CUST01186,Fashion,Female,26-35,Surabaya,27,23,56450572
CUST01187,Sport,Female,26-35,Surabaya,8,18,44903825
CUST01188,Beauty,Male,26-35,Jakarta,29,27,87492225
CUST01189,Electronics,Male,36-50,Denpasar,28,23,60933419
CUST01190,Fashion,Female,36-50,Surabaya,13,26,72475982
CUST01191,Home,Male,26-35,Surabaya,32,29,77569561
CUST01192,Home,Female,>50,Jakarta,47,24,65101354
CUST01193,Beauty,Male,>50,Denpasar,6,27,61793383
CUST01194,Sport,Female,26-35,Denpasar,133,19,50984945
CUST01195,Electronics,Male,26-35,Jakarta,29,26,58244203
CUST01196,Sport,Female,26-35,Denpasar,0,22,66479016
CUST01197,Sport,Female,>50,Denpasar,21,32,86970169
CUST01198,Sport,Female,36-50,Bandung,71,23,54799439
CUST01199,Home,Female,18-25,Bandung,3,27,73098676
CUST01200,Home,Male,26-35,Jakarta,6,28,76726064
CUST01201,Electronics,Female,26-35,Yogyakarta,67,21,48290038
CUST01202,Fashion,Male,26-35,Surabaya,44,26,61973890
CUST01203,Sport,Male,18-25,Bandung,9,25,65690088
CUST01204,Electronics,Male,36-50,Surabaya,39,19,43712157
CUST01205,Beauty,Female,26-35,Medan,31,30,83636171
CUST01206,Beauty,Female,36-50,Jakarta,36,31,70164592
CUST01207,Home,Female,36-50,Yogyakarta,26,30,83120380
CUST01208,Sport,Male,36-50,Medan,4,17,46684472
CUST01209,Electronics,Male,26-35,Medan,3,26,71201005
CUST01210,Fashion,Female,26-35,Denpasar,46,19,42855115
CUST01211,Fashion,Male,18-25,Medan,9,26,78491345
CUST01212,Sport,Female,26-35,Jakarta,36,29,81183074
CUST01213,Electronics,Male,18-25,Bandung,18,29,67866481
CUST01214,Home,Female,26-35,Jakarta,7,19,46693918
CUST01215,Sport,Female,18-25,Bandung,17,28,73757418
CUST01216,Home,Male,18-25,Medan,10,33,68381949
CUST01217,Beauty,Male,18-25,Medan,32,18,45407465
CUST01218,Electronics,Female,18-25,Yogyakarta,5,22,52795586
CUST01219,Sport,Female,36-50,Bandung,27,24,56989420
CUST01220,Electronics,Male,36-50,Medan,2,24,47014302
CUST01221,Sport,Female,26-35,Denpasar,8,30,76233332
CUST01222,Home,Male,18-25,Surabaya,40,29,63372025
CUST01223,Home,Male,18-25,Yogyakarta,11,17,43251883
CUST01224,Beauty,Female,18-25,Jakarta,19,29,67620681
CUST01225,Fashion,Male,18-25,Yogyakarta,3,28,64842408
CUST01226,Fashion,Female,36-50,Surabaya,18,23,56473394
CUST01227,Beauty,Male,18-25,Bandung,65,22,57098701
CUST01228,Beauty,Male,26-35,Jakarta,17,25,57447355
CUST01229,Sport,Female,18-25,Jakarta,2,35,94622461
CUST01230,Fashion,Male,18-25,Bandung,6,21,49863405
CUST01231,Electronics,Female,26-35,Yogyakarta,5,26,58215363
CUST01232,Sport,Male,26-35,Medan,45,25,59909394
CUST01233,Electronics,Male,18-25,Yogyakarta,0,28,67625999
CUST01234,Fashion,Male,18-25,Surabaya,13,23,63769569
CUST01235,Home,Female,26-35,Denpasar,23,28,71899105
CUST01236,Sport,Male,18-25,Medan,10,35,99545733
CUST01237,Beauty,Female,18-25,Yogyakarta,1,25,52817115
CUST01238,Sport,Female,>50,Denpasar,13,21,52605887
CUST01239,Home,Female,26-35,Denpasar,39,32,74495772
CUST01240,Fashion,Male,26-35,Bandung,80,23,58067758
CUST01241,Electronics,Female,26-35,Surabaya,12,14,35628127
CUST01242,Fashion,Female,26-35,Surabaya,116,19,53819310
CUST01243,Sport,Female,26-35,Surabaya,45,21,50826499
CUST01244,Home,Female,26-35,Medan,2,26,69206743
CUST01245,Beauty,Female,36-50,Jakarta,27,20,47347093
CUST01246,Electronics,Female,18-25,Medan,4,23,58433156
CUST01247,Fashion,Male,26-35,Yogyakarta,64,34,82319745
CUST01248,Electronics,Male,26-35,Denpasar,50,22,63806008
CUST01249,Electronics,Female,36-50,Denpasar,3,24,64859342
CUST01250,Beauty,Female,26-35,Jakarta,3,22,54197898
CUST01251,Beauty,Female,26-35,Yogyakarta,32,27,64366121
CUST01252,Sport,Female,18-25,Jakarta,62,23,57813383
CUST01253,Home,Male,26-35,Denpasar,124,20,46147177
CUST01254,Beauty,Male,18-25,Medan,39,21,40835270
CUST01255,Sport,Female,26-35,Surabaya,0,38,97862347
CUST01256,Sport,Male,18-25,Denpasar,35,31,82551324
CUST01257,Fashion,Male,26-35,Bandung,52,23,74897782
CUST01258,Home,Female,18-25,Surabaya,10,24,69487606
CUST01259,Home,Male,26-35,Denpasar,17,22,51052369
CUST01260,Home,Female,36-50,Medan,4,22,61316368
CUST01261,Electronics,Male,18-25,Jakarta,38,17,36834917
CUST01262,Beauty,Female,26-35,Surabaya,10,19,52715681
CUST01263,Home,Male,26-35,Medan,4,27,63004652
CUST01264,Sport,Female,18-25,Yogyakarta,14,19,45707469
CUST01265,Beauty,Male,36-50,Bandung,2,34,85227512
CUST01266,Electronics,Male,18-25,Surabaya,86,28,70228618
CUST01267,Home,Male,26-35,Jakarta,1,33,84077755
CUST01268,Fashion,Female,26-35,Yogyakarta,1,26,59848110
CUST01269,Beauty,Female,26-35,Medan,36,22,69554410
CUST01270,Sport,Male,26-35,Bandung,62,18,51998943
CUST01271,Fashion,Female,18-25,Jakarta,98,25,69845150
CUST01272,Electronics,Female,18-25,Medan,42,18,42266480
CUST01273,Electronics,Female,36-50,Medan,9,30,83742759
CUST01274,Home,Male,26-35,Surabaya,2,22,47106120
CUST01275,Beauty,Female,36-50,Surabaya,2,31,90620616
CUST01276,Fashion,Male,36-50,Jakarta,8,19,40361534
CUST01277,Fashion,Male,36-50,Denpasar,4,25,64047885
CUST01278,Sport,Female,26-35,Denpasar,35,25,70569143
CUST01279,Sport,Male,26-35,Medan,8,37,95260061
CUST01280,Fashion,Female,36-50,Surabaya,2,24,50528416
CUST01281,Home,Female,26-35,Bandung,12,35,99427268
CUST01282,Fashion,Female,18-25,Bandung,1,35,89331172
CUST01283,Electronics,Female,36-50,Medan,8,32,77072973
CUST01284,Beauty,Male,36-50,Surabaya,22,28,58797791
CUST01285,Home,Male,26-35,Jakarta,29,23,62195666
CUST01286,Home,Female,18-25,Jakarta,33,19,47971615
CUST01287,Electronics,Male,26-35,Jakarta,3,26,61265871
CUST01288,Fashion,Male,36-50,Bandung,3,19,50947185
CUST01289,Sport,Male,>50,Surabaya,2,32,80384377
CUST01290,Sport,Male,18-25,Surabaya,24,29,63811094
CUST01291,Fashion,Male,18-25,Bandung,19,26,71629418
CUST01292,Fashion,Male,36-50,Jakarta,14,35,86691603
CUST01293,Fashion,Female,26-35,Jakarta,39,30,72396316
CUST01294,Beauty,Female,26-35,Medan,50,33,80460377
CUST01295,Fashion,Female,>50,Denpasar,2,24,46013846
CUST01296,Electronics,Male,18-25,Yogyakarta,23,24,58174375
CUST01297,Home,Male,26-35,Denpasar,2,29,78106600
CUST01298,Beauty,Male,18-25,Surabaya,7,19,47438045
CUST01299,Beauty,Female,26-35,Surabaya,3,29,70189084
CUST01300,Home,Female,36-50,Surabaya,11,31,73956689
CUST01301,Beauty,Male,26-35,Denpasar,27,33,79141513
CUST01302,Beauty,Female,>50,Yogyakarta,46,23,60342658
CUST01303,Electronics,Male,26-35,Medan,22,28,78067883
CUST01304,Electronics,Female,26-35,Denpasar,22,24,71464868
CUST01305,Sport,Female,18-25,Yogyakarta,57,22,60948246
CUST01306,Sport,Female,26-35,Jakarta,53,23,60082442
CUST01307,Beauty,Female,26-35,Jakarta,6,27,65064005
CUST01308,Fashion,Female,18-25,Surabaya,71,28,59547783
CUST01309,Sport,Male,26-35,Bandung,2,30,82179903
CUST01310,Fashion,Female,26-35,Surabaya,60,17,42492833
CUST01311,Electronics,Male,36-50,Bandung,28,20,56706294
CUST01312,Beauty,Female,26-35,Yogyakarta,38,25,65917188
CUST01313,Sport,Female,36-50,Jakarta,29,28,68083951
CUST01314,Beauty,Female,18-25,Denpasar,36,28,88886803
CUST01315,Beauty,Female,18-25,Bandung,73,23,64324920
CUST01316,Fashion,Female,26-35,Yogyakarta,3,33,67367269
CUST01317,Beauty,Female,26-35,Jakarta,121,23,50914979
CUST01318,Beauty,Female,18-25,Denpasar,52,27,61615706
CUST01319,Beauty,Male,36-50,Bandung,7,23,56860084
CUST01320,Electronics,Male,36-50,Surabaya,22,20,42535722
CUST01321,Electronics,Male,26-35,Surabaya,6,18,43628088
CUST01322,Home,Male,18-25,Surabaya,17,28,61206518
CUST01323,Sport,Female,36-50,Yogyakarta,49,22,45986121
CUST01324,Beauty,Male,26-35,Surabaya,8,20,52667304
CUST01325,Beauty,Female,36-50,Medan,82,19,56251034
CUST01326,Home,Male,36-50,Jakarta,14,19,43691252
CUST01327,Beauty,Male,36-50,Yogyakarta,60,14,35353098
CUST01328,Beauty,Female,26-35,Denpasar,0,32,86384727
CUST01329,Electronics,Female,18-25,Surabaya,81,21,62295233
CUST01330,Electronics,Female,26-35,Jakarta,0,26,67258500
CUST01331,Sport,Female,26-35,Bandung,97,17,47025113
CUST01332,Electronics,Female,36-50,Surabaya,45,29,79556803
CUST01333,Sport,Male,18-25,Jakarta,12,22,44175873
CUST01334,Beauty,Female,18-25,Medan,4,24,59820451
CUST01335,Electronics,Female,36-50,Bandung,9,26,62908562
