CustomerID,FavoriteCategory,Gender,AgeGroup,Region,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
CUST00598,Sport,Male,26-35,Surabaya,27,24,57990981,2,2,2,222,Potential Customer
CUST00599,Home,Male,18-25,Jakarta,43,24,68116503,1,2,3,123,At Risk Customer
CUST00600,Sport,Male,18-25,Denpasar,31,26,60110861,2,3,2,232,Potential Customer
CUST00601,Sport,Male,26-35,Jakarta,19,28,60931523,3,3,2,332,Potential Customer
CUST00602,Beauty,Male,18-25,Medan,47,24,61171892,1,2,2,122,At Risk Customer
CUST00603,Beauty,Male,36-50,Yogyakarta,49,19,50535744,1,1,1,111,At Risk Customer
CUST00604,Beauty,Male,26-35,Jakarta,98,37,83417446,1,4,4,144,At Risk Customer
CUST00605,Electronics,Male,18-25,Surabaya,0,20,57129617,4,1,2,412,New Customer
CUST00606,Electronics,Female,26-35,Bandung,8,25,65677916,4,2,3,423,Potential Customer
CUST00607,Home,Male,18-25,Denpasar,11,23,65776123,3,2,3,323,Potential Customer
CUST00608,Beauty,Male,18-25,Jakarta,17,35,77211150,3,4,4,344,Loyal Customer
CUST00609,Beauty,Female,36-50,Jakarta,16,32,77397678,3,4,4,344,Loyal Customer
CUST00610,Sport,Female,18-25,Surabaya,42,19,51993103,1,1,1,111,At Risk Customer
CUST00611,Fashion,Male,36-50,Yogyakarta,13,31,73008293,3,4,4,344,Loyal Customer
CUST00612,Beauty,Female,18-25,Jakarta,3,18,39702258,4,1,1,411,New Customer
CUST00613,Sport,Female,18-25,Jakarta,11,30,70733379,3,4,3,343,Loyal Customer
CUST00614,Electronics,Male,36-50,Yogyakarta,27,21,42755817,2,1,1,211,New Customer
CUST00615,Home,Female,26-35,Surabaya,17,25,69754285,3,2,3,323,Potential Customer
CUST00616,Beauty,Female,18-25,Denpasar,5,18,37235572,4,1,1,411,New Customer
CUST00617,Electronics,Male,26-35,Denpasar,29,29,66075353,2,4,3,243,Potential Customer
CUST00618,Electronics,Male,18-25,Jakarta,36,23,57985509,2,2,2,222,Potential Customer
CUST00619,Fashion,Female,36-50,Yogyakarta,23,25,72008713,2,2,3,223,Potential Customer
CUST00620,Electronics,Female,26-35,Jakarta,59,27,81068797,1,3,4,134,At Risk Customer
CUST00621,Home,Male,36-50,Bandung,25,33,83264103,2,4,4,244,Potential Customer
CUST00622,Beauty,Male,36-50,Denpasar,36,29,85177428,2,4,4,244,Potential Customer
CUST00623,Sport,Male,26-35,Medan,0,27,63984200,4,3,3,433,Loyal Customer
CUST00624,Fashion,Female,>50,Bandung,6,24,74235145,4,2,4,424,Potential Customer
CUST00625,Home,Female,26-35,Jakarta,6,26,77470901,4,3,4,434,Loyal Customer
CUST00626,Fashion,Male,>50,Surabaya,37,19,47693640,2,1,1,211,New Customer
CUST00627,Electronics,Female,18-25,Denpasar,51,13,45493285,1,1,1,111,At Risk Customer
CUST00628,Electronics,Female,26-35,Medan,25,24,60088544,2,2,2,222,Potential Customer
CUST00629,Fashion,Male,26-35,Bandung,47,21,57819257,1,1,2,112,At Risk Customer
CUST00630,Home,Male,26-35,Denpasar,22,29,72757834,2,4,3,243,Potential Customer
CUST00631,Beauty,Female,26-35,Yogyakarta,51,19,37011944,1,1,1,111,At Risk Customer
CUST00632,Beauty,Female,36-50,Surabaya,9,26,50483380,3,3,1,331,Potential Customer
CUST00633,Electronics,Female,18-25,Bandung,25,28,63977756,2,3,3,233,Potential Customer
CUST00634,Sport,Female,18-25,Yogyakarta,17,25,55908208,3,2,2,322,Potential Customer
CUST00635,Fashion,Male,36-50,Jakarta,5,28,73193751,4,3,4,434,Loyal Customer
CUST00636,Sport,Male,26-35,Yogyakarta,1,29,80117833,4,4,4,444,Loyal Customer
CUST00637,Sport,Female,>50,Bandung,11,23,57427143,3,2,2,322,Potential Customer
CUST00638,Electronics,Male,36-50,Bandung,18,18,37322661,3,1,1,311,New Customer
CUST00639,Sport,Male,>50,Jakarta,40,21,59514943,2,1,2,212,New Customer
CUST00640,Fashion,Male,36-50,Yogyakarta,72,22,60031295,1,2,2,122,At Risk Customer
CUST00641,Sport,Male,18-25,Yogyakarta,37,23,55553481,2,2,2,222,Potential Customer
CUST00642,Home,Male,18-25,Jakarta,37,25,57519749,2,2,2,222,Potential Customer
CUST00643,Electronics,Male,36-50,Yogyakarta,25,27,69334594,2,3,3,233,Potential Customer
CUST00644,Electronics,Male,26-35,Denpasar,4,27,72037420,4,3,3,433,Loyal Customer
CUST00645,Sport,Male,18-25,Jakarta,81,28,65869663,1,3,3,133,At Risk Customer
CUST00646,Beauty,Female,26-35,Surabaya,9,17,43440807,3,1,1,311,New Customer
CUST00647,Sport,Female,>50,Bandung,42,25,80624439,1,2,4,124,At Risk Customer
CUST00648,Beauty,Female,26-35,Surabaya,6,26,56521663,4,3,2,432,Potential Customer
CUST00649,Sport,Female,26-35,Denpasar,2,25,50672136,4,2,1,421,Potential Customer
CUST00650,Electronics,Female,26-35,Denpasar,13,33,74002500,3,4,4,344,Loyal Customer
CUST00651,Home,Male,18-25,Medan,22,26,73642046,2,3,4,234,Potential Customer
CUST00652,Beauty,Female,26-35,Medan,34,28,52659911,2,3,1,231,Potential Customer
CUST00653,Fashion,Female,26-35,Medan,13,26,69356482,3,3,3,333,Loyal Customer
CUST00654,Beauty,Female,18-25,Jakarta,131,23,58257428,1,2,2,122,At Risk Customer
CUST00655,Electronics,Male,36-50,Yogyakarta,61,31,74679129,1,4,4,144,At Risk Customer
CUST00656,Fashion,Male,26-35,Denpasar,25,23,63453978,2,2,3,223,Potential Customer
CUST00657,Beauty,Male,36-50,Surabaya,67,28,74606096,1,3,4,134,At Risk Customer
CUST00658,Beauty,Male,36-50,Surabaya,0,27,72850766,4,3,4,434,Loyal Customer
CUST00659,Home,Female,18-25,Surabaya,1,30,81823599,4,4,4,444,Loyal Customer
CUST00660,Sport,Female,26-35,Surabaya,26,37,83975437,2,4,4,244,Potential Customer
CUST00661,Fashion,Male,26-35,Medan,32,18,36546859,2,1,1,211,New Customer
CUST00662,Fashion,Female,36-50,Surabaya,38,25,61002491,2,2,2,222,Potential Customer
CUST00663,Beauty,Female,18-25,Yogyakarta,0,20,47629999,4,1,1,411,New Customer
CUST00664,Fashion,Male,26-35,Medan,1,24,56402756,4,2,2,422,Potential Customer
CUST00665,Fashion,Male,26-35,Surabaya,68,16,39256760,1,1,1,111,At Risk Customer
CUST00666,Electronics,Male,18-25,Jakarta,10,23,51862132,3,2,1,321,Potential Customer
CUST00667,Beauty,Male,18-25,Bandung,32,16,45245045,2,1,1,211,New Customer
CUST00668,Fashion,Male,26-35,Bandung,41,23,51903717,2,2,1,221,Potential Customer
CUST00669,Home,Male,36-50,Bandung,24,26,60523678,2,3,2,232,Potential Customer
CUST00670,Electronics,Male,26-35,Medan,109,18,57894879,1,1,2,112,At Risk Customer
CUST00671,Beauty,Male,26-35,Surabaya,16,33,86020700,3,4,4,344,Loyal Customer
CUST00672,Beauty,Female,26-35,Denpasar,3,20,53553344,4,1,2,412,New Customer
CUST00673,Beauty,Male,36-50,Denpasar,8,27,65318451,4,3,3,433,Loyal Customer
CUST00674,Beauty,Female,18-25,Denpasar,41,22,53648030,2,2,2,222,Potential Customer
CUST00675,Electronics,Male,36-50,Medan,30,21,71272130,2,1,3,213,New Customer
CUST00676,Home,Female,18-25,Yogyakarta,42,26,69750986,1,3,3,133,At Risk Customer
CUST00677,Electronics,Male,26-35,Jakarta,3,26,55028304,4,3,2,432,Potential Customer
CUST00678,Beauty,Male,18-25,Jakarta,16,20,42528968,3,1,1,311,New Customer
CUST00679,Home,Female,18-25,Bandung,9,28,78757306,3,3,4,334,Loyal Customer
CUST00680,Beauty,Female,26-35,Bandung,16,24,64351075,3,2,3,323,Potential Customer
CUST00681,Fashion,Female,18-25,Denpasar,14,22,62978619,3,2,3,323,Potential Customer
CUST00682,Home,Male,36-50,Denpasar,15,22,65441276,3,2,3,323,Potential Customer
CUST00683,Beauty,Male,18-25,Bandung,46,25,59893658,1,2,2,122,At Risk Customer
CUST00684,Fashion,Female,26-35,Surabaya,19,27,73891397,3,3,4,334,Loyal Customer
CUST00685,Electronics,Female,26-35,Yogyakarta,9,23,54921992,3,2,2,322,Potential Customer
CUST00686,Sport,Female,18-25,Yogyakarta,72,23,61664079,1,2,2,122,At Risk Customer
CUST00687,Electronics,Female,18-25,Yogyakarta,1,25,71073293,4,2,3,423,Potential Customer
CUST00688,Beauty,Male,26-35,Yogyakarta,66,18,51189782,1,1,1,111,At Risk Customer
CUST00689,Electronics,Female,26-35,Bandung,2,26,83321199,4,3,4,434,Loyal Customer
CUST00690,Beauty,Male,26-35,Jakarta,18,21,62938309,3,1,3,313,New Customer
CUST00691,Sport,Male,26-35,Bandung,4,31,76583260,4,4,4,444,Loyal Customer
CUST00692,Home,Male,26-35,Yogyakarta,54,25,72959413,1,2,4,124,At Risk Customer
CUST00693,Home,Female,18-25,Bandung,46,26,59630569,1,3,2,132,At Risk Customer
CUST00694,Home,Male,26-35,Yogyakarta,43,21,50287469,1,1,1,111,At Risk Customer
CUST00695,Beauty,Male,>50,Medan,112,35,69903072,1,4,3,143,At Risk Customer
CUST00696,Electronics,Female,26-35,Denpasar,14,25,59573199,3,2,2,322,Potential Customer
CUST00697,Beauty,Male,26-35,Jakarta,21,26,63773264,2,3,3,233,Potential Customer
CUST00698,Electronics,Female,26-35,Medan,50,20,55381217,1,1,2,112,At Risk Customer
CUST00699,Sport,Male,36-50,Surabaya,17,21,72778946,3,1,4,314,New Customer
CUST00700,Sport,Female,36-50,Bandung,12,31,63049241,3,4,3,343,Loyal Customer
CUST00701,Electronics,Female,26-35,Surabaya,10,23,44835527,3,2,1,321,Potential Customer
CUST00702,Fashion,Male,>50,Bandung,38,23,47893439,2,2,1,221,Potential Customer
CUST00703,Electronics,Male,18-25,Denpasar,15,25,66151354,3,2,3,323,Potential Customer
CUST00704,Fashion,Male,18-25,Medan,33,27,65846363,2,3,3,233,Potential Customer
CUST00705,Electronics,Male,36-50,Denpasar,18,23,72303056,3,2,3,323,Potential Customer
CUST00706,Beauty,Female,36-50,Yogyakarta,2,27,59267172,4,3,2,432,Potential Customer
CUST00707,Electronics,Male,18-25,Denpasar,15,26,69025934,3,3,3,333,Loyal Customer
CUST00708,Home,Female,18-25,Denpasar,2,28,74987409,4,3,4,434,Loyal Customer
CUST00709,Home,Male,18-25,Yogyakarta,30,24,65744744,2,2,3,223,Potential Customer
CUST00710,Beauty,Female,18-25,Bandung,77,22,56108715,1,2,2,122,At Risk Customer
CUST00711,Beauty,Female,36-50,Yogyakarta,5,38,102877997,4,4,4,444,Loyal Customer
CUST00712,Electronics,Female,26-35,Medan,21,23,59025746,2,2,2,222,Potential Customer
CUST00713,Electronics,Female,26-35,Denpasar,15,31,92463154,3,4,4,344,Loyal Customer
CUST00714,Electronics,Male,26-35,Yogyakarta,1,24,60601182,4,2,2,422,Potential Customer
CUST00715,Fashion,Male,18-25,Denpasar,44,19,60777665,1,1,2,112,At Risk Customer
CUST00716,Home,Female,18-25,Medan,13,16,40127959,3,1,1,311,New Customer
CUST00717,Fashion,Female,26-35,Surabaya,14,35,95828310,3,4,4,344,Loyal Customer
CUST00718,Sport,Female,>50,Medan,2,25,55338412,4,2,2,422,Potential Customer
CUST00719,Home,Male,36-50,Jakarta,7,21,49172695,4,1,1,411,New Customer
CUST00720,Fashion,Female,18-25,Jakarta,3,21,50319592,4,1,1,411,New Customer
CUST00721,Home,Female,36-50,Jakarta,123,16,39924956,1,1,1,111,At Risk Customer
CUST00722,Fashion,Male,36-50,Denpasar,3,23,65885392,4,2,3,423,Potential Customer
CUST00723,Electronics,Male,36-50,Bandung,3,33,84196584,4,4,4,444,Loyal Customer
CUST00724,Fashion,Female,26-35,Bandung,13,27,70337283,3,3,3,333,Loyal Customer
CUST00725,Electronics,Female,26-35,Bandung,22,21,48730225,2,1,1,211,New Customer
CUST00726,Sport,Female,26-35,Denpasar,40,30,80240609,2,4,4,244,Potential Customer
CUST00727,Home,Male,18-25,Medan,2,15,40072665,4,1,1,411,New Customer
CUST00728,Beauty,Female,18-25,Bandung,9,24,66750567,3,2,3,323,Potential Customer
CUST00729,Electronics,Male,18-25,Surabaya,5,27,70354358,4,3,3,433,Loyal Customer
CUST00730,Home,Male,26-35,Jakarta,58,15,37325026,1,1,1,111,At Risk Customer
CUST00731,Fashion,Male,36-50,Medan,22,22,50829869,2,2,1,221,Potential Customer
CUST00732,Beauty,Female,26-35,Jakarta,35,33,77589535,2,4,4,244,Potential Customer
CUST00733,Fashion,Female,18-25,Bandung,25,23,54100227,2,2,2,222,Potential Customer
CUST00734,Sport,Female,>50,Medan,13,26,61321699,3,3,2,332,Potential Customer
CUST00735,Beauty,Male,>50,Yogyakarta,6,25,54332066,4,2,2,422,Potential Customer
CUST00736,Beauty,Female,36-50,Surabaya,12,28,75660849,3,3,4,334,Loyal Customer
CUST00737,Fashion,Male,>50,Bandung,15,18,46136208,3,1,1,311,New Customer
CUST00738,Electronics,Female,26-35,Bandung,12,20,54476751,3,1,2,312,New Customer
CUST00739,Beauty,Male,>50,Surabaya,24,25,66592948,2,2,3,223,Potential Customer
CUST00740,Fashion,Male,18-25,Surabaya,0,22,62485772,4,2,2,422,Potential Customer
CUST00741,Electronics,Female,26-35,Yogyakarta,32,16,45019040,2,1,1,211,New Customer
CUST00742,Beauty,Male,18-25,Bandung,16,26,73268038,3,3,4,334,Loyal Customer
CUST00743,Home,Female,18-25,Denpasar,39,21,57754096,2,1,2,212,New Customer
CUST00744,Electronics,Female,18-25,Bandung,93,27,55940288,1,3,2,132,At Risk Customer
CUST00745,Electronics,Male,26-35,Jakarta,20,20,49735605,2,1,1,211,New Customer
CUST00746,Fashion,Female,36-50,Medan,34,30,77304824,2,4,4,244,Potential Customer
CUST00747,Electronics,Male,26-35,Medan,13,21,53489264,3,1,2,312,New Customer
CUST00748,Beauty,Female,18-25,Jakarta,30,18,43434209,2,1,1,211,New Customer
CUST00749,Home,Female,36-50,Medan,15,20,46054445,3,1,1,311,New Customer
CUST00750,Beauty,Female,26-35,Surabaya,17,21,43347188,3,1,1,311,New Customer
CUST00751,Beauty,Male,26-35,Medan,34,32,78568486,2,4,4,244,Potential Customer
CUST00752,Fashion,Female,26-35,Medan,0,28,74465108,4,3,4,434,Loyal Customer
CUST00753,Electronics,Female,18-25,Jakarta,56,21,53328702,1,1,2,112,At Risk Customer
CUST00754,Home,Male,26-35,Yogyakarta,49,25,64287746,1,2,3,123,At Risk Customer
CUST00755,Sport,Male,>50,Medan,10,21,53992874,3,1,2,312,New Customer
CUST00756,Electronics,Female,18-25,Denpasar,71,21,46367342,1,1,1,111,At Risk Customer
CUST00757,Beauty,Female,26-35,Medan,29,13,29338069,2,1,1,211,New Customer
CUST00758,Beauty,Female,36-50,Yogyakarta,46,25,60035388,1,2,2,122,At Risk Customer
CUST00759,Fashion,Female,36-50,Jakarta,71,23,70829364,1,2,3,123,At Risk Customer
CUST00760,Beauty,Female,18-25,Yogyakarta,34,17,34402889,2,1,1,211,New Customer
CUST00761,Beauty,Male,18-25,Jakarta,30,22,65367270,2,2,3,223,Potential Customer
CUST00762,Fashion,Male,18-25,Surabaya,8,16,39320040,4,1,1,411,New Customer
CUST00763,Sport,Male,26-35,Jakarta,45,21,53705099,1,1,2,112,At Risk Customer
CUST00764,Electronics,Female,26-35,Surabaya,42,34,83204884,1,4,4,144,At Risk Customer
CUST00765,Beauty,Male,18-25,Surabaya,3,27,63880493,4,3,3,433,Loyal Customer
CUST00766,Beauty,Female,>50,Jakarta,34,24,54769064,2,2,2,222,Potential Customer
CUST00767,Electronics,Female,26-35,Denpasar,37,28,62205656,2,3,2,232,Potential Customer
CUST00768,Sport,Female,18-25,Bandung,52,21,52998823,1,1,1,111,At Risk Customer
CUST00769,Home,Male,26-35,Jakarta,10,30,67067325,3,4,3,343,Loyal Customer
CUST00770,Electronics,Female,26-35,Medan,75,25,73978903,1,2,4,124,At Risk Customer
CUST00771,Fashion,Male,18-25,Denpasar,85,27,54535737,1,3,2,132,At Risk Customer
CUST00772,Sport,Female,18-25,Denpasar,65,26,59904947,1,3,2,132,At Risk Customer
CUST00773,Fashion,Male,36-50,Medan,3,34,88670212,4,4,4,444,Loyal Customer
CUST00774,Beauty,Male,26-35,Bandung,14,31,80431786,3,4,4,344,Loyal Customer
CUST00775,Electronics,Female,26-35,Denpasar,48,23,61498089,1,2,2,122,At Risk Customer
CUST00776,Home,Male,26-35,Surabaya,10,16,39061810,3,1,1,311,New Customer
CUST00777,Fashion,Male,18-25,Bandung,102,22,57036639,1,2,2,122,At Risk Customer
CUST00778,Home,Female,18-25,Medan,148,25,73784471,1,2,4,124,At Risk Customer
CUST00779,Fashion,Female,26-35,Bandung,61,24,50035353,1,2,1,121,At Risk Customer
CUST00780,Electronics,Female,18-25,Jakarta,18,36,102216633,3,4,4,344,Loyal Customer
CUST00781,Sport,Female,18-25,Bandung,34,31,77849890,2,4,4,244,Potential Customer
CUST00782,Fashion,Female,36-50,Surabaya,18,19,40116585,3,1,1,311,New Customer
CUST00783,Home,Male,>50,Jakarta,4,31,83447599,4,4,4,444,Loyal Customer
CUST00784,Fashion,Male,36-50,Yogyakarta,47,27,60223797,1,3,2,132,At Risk Customer
CUST00785,Fashion,Male,36-50,Medan,4,18,43770623,4,1,1,411,New Customer
CUST00786,Sport,Female,18-25,Medan,16,30,73028489,3,4,4,344,Loyal Customer
CUST00787,Beauty,Female,>50,Bandung,19,23,55977489,3,2,2,322,Potential Customer
CUST00788,Sport,Male,18-25,Denpasar,22,30,73085494,2,4,4,244,Potential Customer
CUST00789,Home,Female,>50,Jakarta,48,20,65999395,1,1,3,113,At Risk Customer
CUST00790,Electronics,Female,>50,Yogyakarta,21,28,71794000,2,3,3,233,Potential Customer
CUST00791,Fashion,Male,36-50,Jakarta,37,21,55434125,2,1,2,212,New Customer
CUST00792,Electronics,Female,>50,Medan,25,21,51706369,2,1,1,211,New Customer
CUST00793,Beauty,Female,26-35,Jakarta,108,22,63489440,1,2,3,123,At Risk Customer
CUST00794,Beauty,Female,18-25,Yogyakarta,51,27,58269000,1,3,2,132,At Risk Customer
CUST00795,Electronics,Male,26-35,Denpasar,30,17,62183125,2,1,2,212,New Customer
CUST00796,Beauty,Female,26-35,Bandung,14,16,44734682,3,1,1,311,New Customer
CUST00797,Beauty,Female,18-25,Surabaya,16,25,64241754,3,2,3,323,Potential Customer
CUST00798,Beauty,Female,26-35,Jakarta,26,25,53610221,2,2,2,222,Potential Customer
CUST00799,Beauty,Female,>50,Surabaya,18,21,46891015,3,1,1,311,New Customer
CUST00800,Beauty,Female,18-25,Medan,43,33,70814639,1,4,3,143,At Risk Customer
CUST00801,Beauty,Female,36-50,Bandung,4,34,104509882,4,4,4,444,Loyal Customer
CUST00802,Fashion,Male,>50,Bandung,109,24,62107044,1,2,2,122,At Risk Customer
CUST00803,Sport,Female,>50,Jakarta,18,26,67507071,3,3,3,333,Loyal Customer
CUST00804,Sport,Female,>50,Denpasar,7,27,58143354,4,3,2,432,Potential Customer
CUST00805,Home,Male,26-35,Bandung,61,19,45282910,1,1,1,111,At Risk Customer
CUST00806,Electronics,Female,>50,Jakarta,0,28,68908045,4,3,3,433,Loyal Customer
CUST00807,Electronics,Female,36-50,Jakarta,11,26,59594063,3,3,2,332,Potential Customer
CUST00808,Sport,Female,18-25,Surabaya,6,27,81682672,4,3,4,434,Loyal Customer
CUST00809,Home,Female,26-35,Bandung,32,21,49207440,2,1,1,211,New Customer
CUST00810,Fashion,Male,36-50,Jakarta,16,25,66832923,3,2,3,323,Potential Customer
CUST00811,Electronics,Female,18-25,Surabaya,2,27,75591784,4,3,4,434,Loyal Customer
CUST00812,Beauty,Female,26-35,Yogyakarta,42,23,56754241,1,2,2,122,At Risk Customer
CUST00813,Sport,Male,26-35,Surabaya,5,28,66397709,4,3,3,433,Loyal Customer
CUST00814,Fashion,Female,18-25,Surabaya,41,25,78394412,2,2,4,224,Potential Customer
CUST00815,Sport,Female,26-35,Jakarta,3,24,64543881,4,2,3,423,Potential Customer
CUST00816,Beauty,Female,36-50,Medan,82,17,29797977,1,1,1,111,At Risk Customer
CUST00817,Electronics,Female,26-35,Medan,9,35,93952274,3,4,4,344,Loyal Customer
CUST00818,Electronics,Male,18-25,Denpasar,8,23,60519904,4,2,2,422,Potential Customer
CUST00819,Beauty,Male,18-25,Medan,21,17,35709624,2,1,1,211,New Customer
CUST00820,Electronics,Male,26-35,Surabaya,2,29,62534405,4,4,2,442,Potential Customer
CUST00821,Electronics,Female,>50,Denpasar,6,25,70734307,4,2,3,423,Potential Customer
CUST00822,Electronics,Male,18-25,Jakarta,15,24,61547574,3,2,2,322,Potential Customer
CUST00823,Beauty,Male,26-35,Bandung,58,26,74450953,1,3,4,134,At Risk Customer
CUST00824,Electronics,Male,18-25,Surabaya,10,20,60888556,3,1,2,312,New Customer
CUST00825,Electronics,Female,26-35,Surabaya,15,24,73548868,3,2,4,324,Potential Customer
CUST00826,Fashion,Female,36-50,Denpasar,0,25,69833884,4,2,3,423,Potential Customer
CUST00827,Fashion,Male,36-50,Jakarta,9,23,53204963,3,2,1,321,Potential Customer
CUST00828,Sport,Male,18-25,Yogyakarta,3,28,69727656,4,3,3,433,Loyal Customer
CUST00829,Sport,Female,26-35,Surabaya,0,26,70068325,4,3,3,433,Loyal Customer
CUST00830,Home,Female,18-25,Yogyakarta,40,28,68172879,2,3,3,233,Potential Customer
CUST00831,Electronics,Male,26-35,Yogyakarta,50,21,71411113,1,1,3,113,At Risk Customer
CUST00832,Home,Female,26-35,Medan,14,26,63481069,3,3,3,333,Loyal Customer
CUST00833,Beauty,Male,18-25,Jakarta,6,18,54464188,4,1,2,412,New Customer
CUST00834,Fashion,Male,18-25,Yogyakarta,13,31,75032053,3,4,4,344,Loyal Customer
CUST00835,Home,Female,26-35,Jakarta,10,35,87895702,3,4,4,344,Loyal Customer
CUST00836,Electronics,Male,>50,Medan,0,25,66591381,4,2,3,423,Potential Customer
CUST00837,Home,Female,>50,Jakarta,29,19,51085243,2,1,1,211,New Customer
CUST00838,Beauty,Male,18-25,Surabaya,16,27,59636444,3,3,2,332,Potential Customer
CUST00839,Beauty,Female,36-50,Yogyakarta,29,31,92965414,2,4,4,244,Potential Customer
CUST00840,Home,Female,26-35,Jakarta,18,25,67723457,3,2,3,323,Potential Customer
CUST00841,Beauty,Male,26-35,Bandung,69,25,55968807,1,2,2,122,At Risk Customer
CUST00842,Sport,Female,36-50,Jakarta,20,27,80136619,2,3,4,234,Potential Customer
CUST00843,Electronics,Male,>50,Yogyakarta,18,31,67889730,3,4,3,343,Loyal Customer
CUST00844,Home,Female,>50,Medan,75,28,63786812,1,3,3,133,At Risk Customer
CUST00845,Beauty,Male,26-35,Medan,13,17,50544272,3,1,1,311,New Customer
CUST00846,Home,Male,26-35,Yogyakarta,10,30,72589236,3,4,3,343,Loyal Customer
CUST00847,Beauty,Male,36-50,Surabaya,46,22,60040736,1,2,2,122,At Risk Customer
CUST00848,Fashion,Female,18-25,Surabaya,9,24,51440012,3,2,1,321,Potential Customer
CUST00849,Electronics,Female,26-35,Medan,3,18,35816578,4,1,1,411,New Customer
CUST00850,Home,Female,26-35,Medan,82,17,36367014,1,1,1,111,At Risk Customer
CUST00851,Beauty,Male,26-35,Yogyakarta,52,25,66978707,1,2,3,123,At Risk Customer
CUST00852,Electronics,Female,18-25,Surabaya,42,28,62301447,1,3,2,132,At Risk Customer
CUST00853,Sport,Male,18-25,Medan,26,32,80432478,2,4,4,244,Potential Customer
CUST00854,Beauty,Female,>50,Surabaya,12,13,24861007,3,1,1,311,New Customer
CUST00855,Sport,Male,18-25,Medan,7,21,50606371,4,1,1,411,New Customer
CUST00856,Sport,Male,26-35,Jakarta,47,30,71365495,1,4,3,143,At Risk Customer
CUST00857,Sport,Male,18-25,Bandung,18,16,52503480,3,1,1,311,New Customer
CUST00858,Sport,Female,18-25,Denpasar,43,16,51932336,1,1,1,111,At Risk Customer
CUST00859,Beauty,Female,18-25,Jakarta,13,29,79540183,3,4,4,344,Loyal Customer
CUST00860,Beauty,Male,18-25,Denpasar,3,24,52204111,4,2,1,421,Potential Customer
CUST00861,Home,Female,36-50,Medan,62,27,68400065,1,3,3,133,At Risk Customer
CUST00862,Home,Female,18-25,Bandung,21,18,54089252,2,1,2,212,New Customer
CUST00863,Beauty,Female,>50,Bandung,14,28,71090565,3,3,3,333,Loyal Customer
CUST00864,Electronics,Male,26-35,Medan,3,29,88976426,4,4,4,444,Loyal Customer
CUST00865,Sport,Male,26-35,Medan,5,35,97065614,4,4,4,444,Loyal Customer
CUST00866,Beauty,Female,26-35,Surabaya,18,33,80548152,3,4,4,344,Loyal Customer
CUST00867,Beauty,Male,26-35,Medan,22,21,58671529,2,1,2,212,New Customer
CUST00868,Electronics,Male,36-50,Yogyakarta,1,26,54148958,4,3,2,432,Potential Customer
CUST00869,Electronics,Female,18-25,Medan,8,15,30987679,4,1,1,411,New Customer
CUST00870,Beauty,Female,26-35,Yogyakarta,42,30,79748515,1,4,4,144,At Risk Customer
CUST00871,Home,Male,36-50,Medan,39,31,81128971,2,4,4,244,Potential Customer
CUST00872,Home,Male,>50,Surabaya,98,15,39214025,1,1,1,111,At Risk Customer
CUST00873,Beauty,Female,36-50,Yogyakarta,22,24,57268085,2,2,2,222,Potential Customer
CUST00874,Electronics,Male,26-35,Jakarta,20,27,68414279,2,3,3,233,Potential Customer
CUST00875,Electronics,Male,36-50,Yogyakarta,26,16,37319669,2,1,1,211,New Customer
CUST00876,Beauty,Male,26-35,Surabaya,54,21,57087992,1,1,2,112,At Risk Customer
CUST00877,Electronics,Female,26-35,Denpasar,53,15,34791238,1,1,1,111,At Risk Customer
CUST00878,Beauty,Female,18-25,Yogyakarta,32,26,86083651,2,3,4,234,Potential Customer
CUST00879,Electronics,Male,26-35,Medan,14,18,36974956,3,1,1,311,New Customer
CUST00880,Sport,Male,18-25,Medan,27,18,49586030,2,1,1,211,New Customer
CUST00881,Sport,Male,26-35,Denpasar,15,37,94177085,3,4,4,344,Loyal Customer
CUST00882,Fashion,Female,36-50,Surabaya,6,32,82089734,4,4,4,444,Loyal Customer
CUST00883,Beauty,Male,18-25,Bandung,98,23,60019872,1,2,2,122,At Risk Customer
CUST00884,Fashion,Male,18-25,Medan,25,23,73553650,2,2,4,224,Potential Customer
CUST00885,Home,Female,18-25,Jakarta,26,23,78451927,2,2,4,224,Potential Customer
CUST00886,Sport,Male,>50,Surabaya,17,25,62403501,3,2,2,322,Potential Customer
CUST00887,Sport,Female,26-35,Yogyakarta,3,24,66270635,4,2,3,423,Potential Customer
CUST00888,Sport,Male,26-35,Yogyakarta,43,21,44088712,1,1,1,111,At Risk Customer
CUST00889,Beauty,Male,36-50,Jakarta,7,25,64857390,4,2,3,423,Potential Customer
CUST00890,Beauty,Male,36-50,Medan,4,14,31711992,4,1,1,411,New Customer
CUST00891,Fashion,Female,26-35,Surabaya,16,25,57607750,3,2,2,322,Potential Customer
CUST00892,Fashion,Female,26-35,Jakarta,10,17,44346798,3,1,1,311,New Customer
CUST00893,Home,Female,36-50,Medan,4,27,71078403,4,3,3,433,Loyal Customer
CUST00894,Electronics,Male,26-35,Surabaya,24,36,83739491,2,4,4,244,Potential Customer
CUST00895,Fashion,Female,18-25,Yogyakarta,108,24,59298085,1,2,2,122,At Risk Customer
CUST00896,Beauty,Male,36-50,Surabaya,14,18,38256531,3,1,1,311,New Customer
CUST00897,Beauty,Male,26-35,Denpasar,5,29,83574555,4,4,4,444,Loyal Customer
CUST00898,Beauty,Female,18-25,Bandung,9,23,55207640,3,2,2,322,Potential Customer
